1	1
1	2
2	1
2	2
1	3
3	1
2	3
3	2
1	4
4	1
3	3
2	4
4	2
1	5
5	1
3	4
4	3
2	5
5	2
1	6
6	1
4	4
3	5
5	3
2	6
6	2
1	7
7	1
2	7
7	2
3	6
6	3
4	5
5	4
1	8
8	1
2	8
8	2
3	7
7	3
1	9
9	1
4	6
6	4
5	5
2	9
9	2
1	10
10	1
3	8
8	3
4	7
7	4
5	6
6	5
2	10
10	2
1	11
11	1
3	9
9	3
4	8
8	4
1	12
12	1
5	7
7	5
2	11
11	2
6	6
3	10
10	3
1	13
13	1
4	9
9	4
2	12
12	2
5	8
8	5
3	11
11	3
6	7
7	6
1	14
14	1
2	13
13	2
4	10
10	4
3	12
12	3
1	15
15	1
5	9
9	5
2	14
14	2
6	8
8	6
7	7
4	11
11	4
1	16
16	1
3	13
13	3
2	15
15	2
5	10
10	5
1	17
17	1
4	12
12	4
6	9
9	6
3	14
14	3
2	16
16	2
7	8
8	7
1	18
18	1
5	11
11	5
4	13
13	4
2	17
17	2
3	15
15	3
1	19
19	1
6	10
10	6
7	9
9	7
2	18
18	2
8	8
5	12
12	5
3	16
16	3
4	14
14	4
1	20
20	1
2	19
19	2
6	11
11	6
1	21
21	1
3	17
17	3
5	13
13	5
4	15
15	4
7	10
10	7
2	20
20	2
8	9
9	8
1	22
22	1
3	18
18	3
6	12
12	6
4	16
16	4
2	21
21	2
1	23
23	1
5	14
14	5
3	19
19	3
7	11
11	7
1	24
24	1
2	22
22	2
8	10
10	8
4	17
17	4
9	9
6	13
13	6
5	15
15	5
3	20
20	3
1	25
25	1
2	23
23	2
7	12
12	7
4	18
18	4
1	26
26	1
3	21
21	3
5	16
16	5
2	24
24	2
6	14
14	6
8	11
11	8
9	10
10	9
1	27
27	1
4	19
19	4
3	22
22	3
2	25
25	2
7	13
13	7
5	17
17	5
1	28
28	1
6	15
15	6
2	26
26	2
4	20
20	4
3	23
23	3
8	12
12	8
1	29
29	1
9	11
11	9
5	18
18	5
2	27
27	2
10	10
3	24
24	3
7	14
14	7
4	21
21	4
6	16
16	6
1	30
30	1
2	28
28	2
3	25
25	3
8	13
13	8
5	19
19	5
4	22
22	4
2	29
29	2
6	17
17	6
7	15
15	7
9	12
12	9
3	26
26	3
10	11
11	10
4	23
23	4
5	20
20	5
2	30
30	2
8	14
14	8
3	27
27	3
6	18
18	6
7	16
16	7
4	24
24	4
5	21
21	5
9	13
13	9
3	28
28	3
10	12
12	10
11	11
6	19
19	6
4	25
25	4
8	15
15	8
3	29
29	3
5	22
22	5
7	17
17	7
4	26
26	4
9	14
14	9
3	30
30	3
6	20
20	6
5	23
23	5
10	13
13	10
8	16
16	8
7	18
18	7
4	27
27	4
11	12
12	11
5	24
24	5
6	21
21	6
9	15
15	9
4	28
28	4
7	19
19	7
8	17
17	8
10	14
14	10
5	25
25	5
6	22
22	6
4	29
29	4
11	13
13	11
12	12
9	16
16	9
7	20
20	7
5	26
26	5
4	30
30	4
8	18
18	8
6	23
23	6
10	15
15	10
5	27
27	5
7	21
21	7
11	14
14	11
6	24
24	6
9	17
17	9
8	19
19	8
12	13
13	12
5	28
28	5
7	22
22	7
10	16
16	10
6	25
25	6
5	29
29	5
8	20
20	8
9	18
18	9
11	15
15	11
6	26
26	6
12	14
14	12
7	23
23	7
13	13
5	30
30	5
10	17
17	10
8	21
21	8
9	19
19	9
6	27
27	6
7	24
24	7
11	16
16	11
12	15
15	12
8	22
22	8
6	28
28	6
10	18
18	10
13	14
14	13
9	20
20	9
7	25
25	7
11	17
17	11
6	29
29	6
8	23
23	8
7	26
26	7
10	19
19	10
9	21
21	9
12	16
16	12
6	30
30	6
13	15
15	13
14	14
8	24
24	8
7	27
27	7
11	18
18	11
9	22
22	9
10	20
20	10
12	17
17	12
7	28
28	7
8	25
25	8
13	16
16	13
14	15
15	14
11	19
19	11
9	23
23	9
10	21
21	10
7	29
29	7
8	26
26	8
12	18
18	12
9	24
24	9
